raw_acc:3d:mean_x,raw_acc:3d:mean_y,raw_acc:3d:mean_z,raw_acc:3d:std_x,raw_acc:3d:std_y,raw_acc:3d:std_z,raw_acc:3d:ro_xy,raw_acc:3d:ro_xz,raw_acc:3d:ro_yz,proc_gyro:3d:mean_x,proc_gyro:3d:mean_y,proc_gyro:3d:mean_z,proc_gyro:3d:std_x,proc_gyro:3d:std_y,proc_gyro:3d:std_z,proc_gyro:3d:ro_xy,proc_gyro:3d:ro_xz,proc_gyro:3d:ro_yz,raw_magnet:3d:mean_x,raw_magnet:3d:mean_y,raw_magnet:3d:mean_z,raw_magnet:3d:std_x,raw_magnet:3d:std_y,raw_magnet:3d:std_z,raw_magnet:3d:ro_xy,raw_magnet:3d:ro_xz,raw_magnet:3d:ro_yz
-0.037437,-0.167763,0.992262,0.001845,0.001346,0.00215,0.110542,-0.02109,0.030783,-0.003156,-0.005448,-0.010914,0.00111,0.001351,0.001037,-0.082108,0.017751,0.014878,-56.604,51.052861,-8.048886,1.524854,1.679296,0.264442,-0.679495,0.634982,-0.315124
-0.007611,0.005519,1.013067,0.005641,0.006188,0.010617,-0.147051,0.013672,-0.237745,-0.003916,-0.007684,-0.007868,0.00363,0.004855,0.001271,0.639932,-0.060424,0.04724,-71.91673,-10.54,-70.664031,2.247998,1.2383,2.15824,0.314277,0.980983,0.233832
-0.004401,-0.005414,1.006961,0.002207,0.002208,0.0034,0.040331,0.009412,0.046669,-0.002647,-0.004671,-0.008724,0.000938,0.001145,0.001076,-0.024403,0.092922,0.070491,-78.342434,-80.285627,7.016578,2.474095,2.484805,0.369448,0.989007,-0.826794,-0.818187
0.161598,0.956658,0.005464,0.392402,0.663183,0.458687,0.365692,0.37013,0.105577,0.066117,-0.008424,0.157851,1.781483,1.763299,1.257838,-0.398246,-0.800107,0.502219,-105.079645,-43.843782,28.350457,3.873429,5.016721,10.277215,-0.464147,0.477023,-0.869634
0.014197,0.145537,0.987799,0.050571,0.078421,0.043921,-0.520154,0.09688,-0.305172,9.4e-05,-0.025623,0.000521,0.247779,0.204995,0.099795,0.410835,-0.147797,-0.137644,-63.246624,22.11967,7.071168,3.263513,2.865514,1.776641,-0.277595,0.263003,-0.745521
-0.021138,0.112955,0.990597,0.130059,0.136775,0.100712,-0.20939,-0.034042,-0.322272,0.009915,-0.000332,0.148939,0.500151,0.44976,0.556747,-0.008341,0.061467,0.147168,-73.883604,47.521523,7.895406,12.673622,9.535281,7.223081,0.341766,0.594489,0.481265
-0.025535,0.033734,1.008161,0.001373,0.00187,0.004094,0.035169,0.07936,0.119623,-0.00424,-0.00603,-0.008042,0.00258,0.001884,0.001219,0.3753,0.335269,0.182553,-74.82692,-34.379163,-3.073688,1.967124,1.082019,0.207549,0.855605,-0.011966,0.110497
-0.123725,-0.153905,0.990365,0.004688,0.004621,0.007216,0.022604,-0.063718,-0.076395,-0.00282,-0.006702,-0.007468,0.001006,0.001219,0.001016,-0.09196,0.097407,0.004223,-61.573477,-33.860863,-4.326472,1.613389,1.501779,0.285677,0.662554,0.528914,0.666483
-0.020767,-0.015306,1.005758,0.001123,0.001854,0.001941,-0.101711,-0.029532,-0.137569,-0.002137,-0.006255,-0.007504,0.001387,0.001151,0.000997,0.206396,0.078927,0.022893,-65.084906,26.910948,16.043894,1.73228,1.077054,0.483173,-0.523904,-0.859742,0.664105
-0.01051,0.00582,1.015534,0.00506,0.007153,0.008911,-0.179412,-0.006433,-0.261526,-0.005631,-0.008536,-0.006255,0.002592,0.003307,0.001375,0.713875,-0.029237,-0.011239,-65.327924,5.866624,-44.411847,1.83526,2.338797,1.148012,0.294298,0.916203,-0.046299
-0.065339,0.933901,0.34323,0.064845,0.06969,0.073805,-0.545997,-0.089305,-0.067189,-0.005891,-0.005039,-0.008592,0.038519,0.056566,0.024227,-0.636299,0.482203,-0.606718,214.999549,394.89722,-158.642332,0.452997,0.338839,0.379615,-0.145019,-0.257902,0.166815
0.458064,0.166228,0.872595,0.074973,0.02019,0.032361,-0.874757,-0.983842,0.834834,-0.002341,0.004993,-0.015189,0.023644,0.053724,0.030977,-0.301216,0.496545,-0.716735,-87.457566,58.781825,12.382966,4.081741,2.436703,1.013064,-0.552716,-0.899354,0.247936
0.654897,0.394354,-0.629089,0.019703,0.028178,0.0539,-0.854547,0.178895,-0.061745,-0.011326,-0.010949,-0.012685,0.063665,0.134587,0.032734,0.183776,0.047321,0.066221,-104.787315,72.320256,65.780716,3.297561,2.707195,2.288846,-0.752056,-0.921991,0.804363
-0.006143,-0.002856,1.008524,0.004525,0.004724,0.007598,-0.077847,-0.045981,-0.001653,-0.00368,-0.005647,-0.010775,0.000958,0.001278,0.001011,-0.100083,0.023693,0.053187,-54.504273,-26.230316,4.394488,1.768043,1.185567,0.229501,0.722698,-0.575113,-0.364717
0.159425,-0.111319,0.988264,0.001112,0.00118,0.001901,-0.006294,0.021066,-0.092099,-0.00245,-0.004333,-0.008878,0.000969,0.001118,0.000955,-0.05817,0.100344,0.052052,-76.108553,82.388223,10.218655,2.018254,2.229884,0.32772,-0.976496,-0.807569,0.818336
0.726437,0.331712,0.603147,0.007395,0.006688,0.006604,-0.651921,-0.799306,0.346615,-0.002547,-0.007852,-0.005607,0.00784,0.013359,0.013569,-0.77122,-0.121758,-0.205921,-81.425993,86.648875,10.018711,3.052949,3.517392,0.403157,-0.940356,-0.82045,0.835654
0.31035,0.20137,0.939864,0.021714,0.038764,0.013252,-0.408021,-0.322781,-0.111089,-0.012026,-0.011424,-0.028794,0.014359,0.0259,0.026897,-0.196098,0.544227,0.151675,-52.873325,-6.093807,14.587157,1.581462,2.518665,0.780002,0.473788,-0.73625,-0.462721
0.201804,-0.114873,0.980168,0.001072,0.001106,0.001727,0.008564,-0.00555,-0.035727,-0.003457,-0.005277,-0.008699,0.000995,0.001047,0.001092,-0.013523,0.090607,0.038631,-59.949242,-53.953939,-5.999091,1.571284,1.513664,0.232377,0.979172,0.461502,0.443854
-0.145499,0.219148,0.97227,0.035528,0.030022,0.027334,0.416309,-0.104089,-0.270535,-0.003837,-0.004969,-0.014313,0.11951,0.13325,0.084981,-0.237517,0.253754,0.117322,-44.791519,32.59838,16.774861,1.455557,3.072248,0.821171,0.281863,-0.056169,0.301162
0.002835,-0.016514,1.007913,0.002957,0.002607,0.003244,0.119044,-0.211333,0.124318,-0.002168,-0.005143,-0.00834,0.001103,0.001278,0.002541,0.230689,0.132265,0.136569,-100.831672,75.476886,22.483063,2.592126,2.385032,0.698541,-0.795608,-0.891308,0.924226
-0.007981,0.004239,1.012579,0.004822,0.005138,0.007247,-0.014261,0.009372,-0.02505,-0.004553,-0.008681,-0.005782,0.001133,0.001284,0.001536,0.319958,0.417009,0.411092,-90.636228,-13.92524,-32.677519,2.343725,0.422008,0.893422,0.624224,0.971013,0.63415
-0.008733,0.003566,1.01213,0.00442,0.004887,0.007444,-0.006944,0.023563,0.015653,-0.004204,-0.008395,-0.006109,0.00117,0.001594,0.001125,0.375922,0.106516,0.110884,-91.596637,-21.103692,-32.513022,2.873713,1.347555,1.095093,0.404834,0.885978,0.085775
-0.005146,0.005074,1.00992,0.004504,0.004641,0.007342,0.034147,-0.007115,0.03417,-0.004254,-0.006135,-0.008201,0.001033,0.001104,0.001074,-0.056465,0.06484,0.009831,-85.126936,-0.960684,-64.98114,2.205713,0.321022,1.681061,0.197702,0.98023,0.253847
-0.008987,0.012878,1.008307,0.001194,0.001385,0.001811,0.120452,-0.023767,-0.061489,-0.002632,-0.005641,-0.008503,0.000985,0.001159,0.001052,-0.095847,0.072058,0.011799,-70.255194,49.382178,-50.163454,0.199877,0.359423,0.147266,0.496637,-0.007396,0.143234
-0.005986,0.00564,1.006732,0.004934,0.005278,0.00728,0.097552,-0.046023,-0.031417,-0.002642,-0.004104,-0.009541,0.001292,0.00124,0.000975,-0.134296,0.050677,0.036379,-76.045736,-14.757563,-68.064594,2.061439,1.729744,1.787695,0.450788,0.985386,0.328013
-0.074458,0.304209,0.951252,0.001154,0.001328,0.001733,-0.026298,-0.099696,-0.050011,-0.001388,-0.005492,-0.007269,0.00105,0.001109,0.001,-0.011678,0.020883,0.073032,-55.923502,41.82335,13.56,1.456538,1.259212,0.409581,-0.89501,-0.840771,0.809501
0.035382,0.103656,1.001329,0.005144,0.005927,0.007445,-0.183077,-0.033235,-0.053793,-0.002555,-0.005554,-0.007818,0.004694,0.003498,0.0037,0.592884,0.652508,0.819002,-68.288409,-36.887651,7.147652,1.841987,1.06642,0.397584,0.830703,-0.713336,-0.437452
0.200252,-0.114755,0.983093,0.001066,0.001157,0.001794,-0.007205,-0.104134,-0.112497,-0.005596,-0.006698,-0.007616,0.000998,0.001817,0.000995,-0.145498,0.123495,0.017155,-58.336958,-49.294981,-6.224867,1.912798,1.655514,0.246627,0.982346,0.611465,0.624823
0.008633,-0.062977,1.012641,0.001169,0.001146,0.001901,0.045317,-0.06963,-0.085233,-0.005452,-0.007317,-0.00821,0.000942,0.001068,0.001004,0.043054,0.076478,0.011308,-84.213494,65.951621,9.960987,2.213278,1.794109,0.307996,-0.979663,-0.795949,0.800844
0.201557,-0.114669,0.981,0.001096,0.001088,0.001818,-0.055711,-0.008853,-0.024559,-0.003287,-0.005449,-0.008976,0.000999,0.00119,0.001058,-0.046594,0.074257,-0.005868,-60.021141,-54.126312,-5.989354,1.554131,1.430571,0.231909,0.963818,0.437698,0.546858
-0.212297,-0.168321,0.972443,0.001134,0.001139,0.001818,0.081266,-0.073605,-0.106288,-0.002439,-0.005233,-0.009652,0.000943,0.001021,0.001017,0.044847,0.089406,-0.029931,-51.243503,68.534238,9.214797,1.600305,2.209499,0.347551,-0.965382,-0.845815,0.862535
0.208072,0.289546,0.937778,0.0015,0.002114,0.002374,0.296885,-0.266868,-0.314757,-0.002507,-0.004858,-0.008912,0.001609,0.001704,0.001077,-0.45116,-0.164339,0.22818,-66.901595,33.985291,13.851646,1.761078,1.495687,0.500417,-0.427721,-0.794335,0.699023
-0.015506,-0.00333,1.007873,0.001153,0.001088,0.001836,-0.003507,-0.053802,-0.007699,-0.002947,-0.006135,-0.009686,0.001023,0.001056,0.001152,0.072708,0.149861,0.11787,-49.734608,41.566101,18.269848,1.32035,1.211095,0.576036,-0.887576,-0.849515,0.870575
-0.023213,-0.00582,1.009368,0.001923,0.002626,0.001775,-0.3346,0.012014,0.022682,-0.004256,-0.006716,-0.008766,0.001006,0.001335,0.001297,0.151631,0.156812,0.212954,-45.801038,55.094506,17.84081,1.167712,1.516928,0.527185,-0.945243,-0.896504,0.904112
0.199828,-0.11486,0.984246,0.001131,0.001129,0.001849,0.042876,-0.005417,0.047001,-0.006139,-0.00747,-0.007525,0.001111,0.001831,0.001134,-0.031968,0.133646,0.040074,-57.800787,-47.767843,-6.311193,1.853539,1.524934,0.253566,0.972783,0.51594,0.549207
0.790768,0.051138,0.61549,0.001622,0.001735,0.002568,-0.027491,-0.364363,-0.088583,-0.002065,-0.005852,-0.009189,0.002602,0.003677,0.002003,0.1106,0.495196,0.086385,-99.606304,29.777696,16.252709,2.668756,1.403429,0.582865,-0.39127,-0.841637,0.514007
0.556878,-0.039108,0.838539,0.010616,0.005952,0.006985,-0.04988,-0.227544,-0.150116,-0.003915,-0.005784,-0.011059,0.005652,0.005188,0.004558,-0.291293,-0.430227,-0.087159,-81.436061,-53.388939,-7.753636,2.12575,1.991191,0.323202,0.797947,0.587308,0.596692
-0.023136,-0.004714,1.011266,0.001973,0.002368,0.002005,-0.349011,-0.151132,0.0129,-0.004443,-0.00703,-0.009273,0.00093,0.001055,0.001097,-0.035075,0.063243,0.092864,-45.946718,50.582137,17.781679,1.253432,1.288594,0.580348,-0.939922,-0.92349,0.904065
0.200614,-0.114953,0.982059,0.001076,0.001133,0.001832,-0.062832,0.079688,-0.01846,-0.005204,-0.00638,-0.008341,0.000992,0.001756,0.001005,-0.127178,0.016153,0.073631,-59.501677,-52.283054,-6.194718,0.208425,0.228153,0.193148,0.177538,-0.064036,0.003546
0.201708,-0.114951,0.980513,0.001129,0.001125,0.001738,0.015065,-0.020088,-0.080684,-0.003141,-0.005539,-0.008899,0.001052,0.001258,0.001123,0.169853,0.256942,0.145778,-60.093873,-54.168759,-5.94243,1.626,1.477789,0.202928,0.980769,0.428693,0.426755
-0.06003,0.086578,1.004747,0.041736,0.029187,0.043339,0.012033,0.024471,-0.013603,-0.002089,-0.005782,-0.011225,0.191359,0.222855,0.144718,-0.16744,0.114337,0.33315,-60.533625,-16.055925,-37.471575,4.89833,3.233784,2.604349,0.557461,0.936114,0.458841
-0.010938,0.006958,1.012972,0.001141,0.001529,0.001817,0.201333,-0.053318,-0.006238,-0.004384,-0.007884,-0.007751,0.001117,0.001358,0.001011,-0.119244,0.01082,0.021634,-66.351853,55.252995,-48.419924,1.693921,1.501405,1.316758,-0.948007,0.980318,-0.944332
-0.141487,0.185328,0.978716,0.071928,0.073735,0.04467,-0.520874,0.613186,-0.569075,-0.012481,-0.002882,0.012512,0.278945,0.239294,0.26182,0.712214,-0.508128,-0.530302,-74.440026,-53.739797,-7.89638,3.137007,4.711665,0.628744,0.043893,-0.084714,0.463186
0.201694,-0.11473,0.981204,0.00111,0.001074,0.00175,0.008979,0.013469,-0.038626,-0.003366,-0.005398,-0.008852,0.001291,0.002236,0.00361,0.531948,0.670062,0.791044,-59.992167,-53.987072,-5.978327,1.57299,1.386923,0.2345,0.974359,0.419327,0.446919
0.099005,0.476396,0.682535,0.171347,0.356186,0.404703,0.795199,-0.862858,-0.968787,-0.028928,0.110714,0.024461,0.318388,0.561323,0.32373,-0.228563,0.341061,0.223118,-71.651757,43.826321,18.600986,15.319503,13.503673,3.346176,0.952014,-0.961753,-0.916587
-0.015707,-0.00304,1.008879,0.001112,0.001086,0.001835,-0.001142,-0.031201,-0.064548,-0.003188,-0.006115,-0.009752,0.000939,0.001071,0.001061,-0.02773,0.042833,0.055152,-49.749734,41.402281,18.178631,1.328104,1.414442,0.563367,-0.615936,-0.821404,0.824578
-0.318405,0.919388,0.175605,0.066482,0.03737,0.067186,0.898876,-0.356308,-0.688671,-0.013822,-0.004894,-0.017664,0.085152,0.145775,0.140941,-0.581878,-0.586725,0.827809,-81.222281,-71.554905,29.70365,4.379779,2.118981,5.422311,0.401731,0.049905,-0.443981
-0.003506,0.005101,1.009626,0.002417,0.00227,0.003481,-0.082106,0.040773,-0.024272,-0.003409,-0.00616,-0.00847,0.001089,0.001487,0.001033,0.133459,0.161945,0.044084,-60.098223,4.970634,-45.401802,1.592009,0.428666,1.286652,-0.246196,0.90945,-0.369087
0.201404,-0.115164,0.981414,0.001131,0.001133,0.001902,0.062372,-0.109479,-0.067491,-0.003276,-0.005394,-0.008919,0.000923,0.001099,0.000978,0.028254,0.103428,0.054263,-60.022177,-54.210076,-5.911063,1.958528,1.834822,0.262831,0.978881,0.495344,0.530131
-0.008844,0.012784,1.008292,0.001125,0.001245,0.001888,0.080942,-0.02645,0.01453,-0.00319,-0.005551,-0.008406,0.001395,0.001757,0.001158,0.226233,0.285684,0.16513,-69.749164,50.275443,-50.244456,2.170764,1.615021,1.534594,-0.970446,0.985027,-0.970311
0.712993,0.129912,0.653643,0.081111,0.220001,0.063486,-0.628468,-0.666622,0.803109,-0.038802,-0.024151,-0.007701,0.365524,0.101816,0.186993,-0.097249,0.116006,0.340113,-89.363818,38.813173,11.731403,5.96832,10.806818,4.914262,-0.422558,-0.091132,-0.839821
0.145114,0.962272,0.086667,0.302202,0.464283,0.388425,0.125573,0.076699,0.15759,0.064707,0.039568,0.099477,1.432319,1.481188,0.683854,-0.389061,-0.681849,0.413002,-67.641163,12.677143,54.844551,11.191635,2.358181,11.012343,0.380583,-0.664692,0.208807
0.24972,0.282045,0.929379,0.00155,0.002263,0.002398,0.478881,-0.424493,-0.535051,-0.002531,-0.005002,-0.008776,0.002054,0.002418,0.001117,-0.777048,-0.291677,0.272279,-68.260355,32.878553,13.663858,1.868816,1.361373,0.491395,-0.516903,-0.869778,0.754377
0.199456,-0.115154,0.985766,0.001148,0.001119,0.001814,0.077075,-0.060277,-0.032615,-0.006697,-0.008523,-0.007456,0.000941,0.001339,0.001036,-0.058063,0.016509,0.034949,-57.171244,-45.837411,-6.233376,1.490648,1.301283,0.256217,0.965049,0.484154,0.512035
-0.006383,-0.109326,1.002713,0.001077,0.001155,0.001936,-0.00935,-0.077142,-0.021433,-0.004171,-0.006354,-0.010389,0.002981,0.002202,0.004908,0.849994,0.93353,0.883853,-61.951827,43.498401,-3.541371,1.531533,1.376537,0.249625,-0.909815,0.160898,-0.086586
-0.009288,0.012927,1.008203,0.001125,0.001353,0.001946,0.031612,0.006386,0.063807,-0.003231,-0.00609,-0.008523,0.001203,0.001371,0.001092,0.117815,0.236463,0.102089,-69.667832,50.448441,-50.274905,2.576123,1.922998,1.864521,-0.979346,0.993625,-0.981275
-0.025,-0.006432,1.010005,0.00188,0.002236,0.001903,-0.178283,0.042679,-0.018381,-0.004545,-0.007168,-0.008573,0.000947,0.001185,0.001123,0.112585,0.081797,0.030382,-45.468473,56.061603,17.949237,1.170312,1.514484,0.513151,-0.945072,-0.917372,0.953016
0.165572,0.137228,0.983933,0.004369,0.004538,0.007558,-0.00463,-0.06013,-0.038409,-0.003328,-0.005678,-0.010409,0.000956,0.001253,0.001108,-0.067488,0.119382,0.085372,-74.025323,-39.468517,2.151483,1.903115,1.091899,0.238073,0.843672,6.4e-05,0.155205
0.173807,0.958373,0.038599,0.335143,0.592019,0.403712,0.472625,0.165819,0.034182,0.078458,-0.020068,0.166859,1.578738,1.821745,1.050674,-0.546771,-0.856908,0.577965,-75.232557,-54.993494,47.931342,8.882472,5.191301,8.20912,0.732722,0.557394,0.776781
0.821826,0.12617,0.558552,0.006639,0.01587,0.006402,-0.451748,-0.494389,0.025851,-0.004862,-0.007023,-0.011682,0.019346,0.013518,0.021701,-0.237126,0.401487,-0.048842,-103.897767,-76.413731,36.36868,2.67434,1.980173,1.056451,0.955349,-0.954966,-0.914194
0.201389,-0.11474,0.981091,0.001093,0.001139,0.001794,-0.054963,-0.074192,-0.005661,-0.003415,-0.005717,-0.009112,0.00093,0.001219,0.001011,-0.100817,0.019936,-0.005522,-60.04363,-54.204289,-6.040051,1.560677,1.449051,0.244497,0.975538,0.543816,0.51349
-0.021316,-0.012489,1.011012,0.002213,0.001931,0.001763,-0.600711,0.025125,-0.016968,-0.005013,-0.007694,-0.008244,0.001161,0.001234,0.001219,0.316147,0.133336,0.121361,-47.485183,71.701062,19.352844,1.30769,1.896087,0.556466,-0.961984,-0.945504,0.95572
0.18517,0.957352,0.130539,0.185299,0.378629,0.224037,0.329246,0.188007,0.119039,0.041021,0.202807,0.033185,0.972629,0.781733,0.580683,-0.138416,-0.723286,0.152162,-84.650101,-74.062995,55.82703,11.592389,17.942671,20.842913,-0.059228,-0.230389,0.049327
0.491724,-0.399049,0.774745,0.088959,0.058604,0.053386,0.888129,-0.859061,-0.747733,-0.012291,-0.014188,-0.030056,0.061486,0.115366,0.116032,-0.232281,0.351047,0.585588,-121.404259,100.080989,43.960608,4.140614,3.378101,2.700084,-0.424477,-0.17762,0.616311
0.012754,0.006415,1.006642,0.002554,0.003518,0.002481,-0.314662,-0.400263,0.369704,-0.002687,-0.005377,-0.00911,0.002347,0.00168,0.001343,0.205791,0.196154,-0.011346,-150.342334,72.027716,-68.177208,3.944758,1.921658,1.745302,-0.977152,0.993113,-0.978321
-0.008279,0.003326,1.012122,0.004759,0.004866,0.007748,-0.036765,0.037154,0.015098,-0.004732,-0.008819,-0.005941,0.000946,0.001017,0.001008,0.060448,0.073279,0.040307,-90.749277,-13.631027,-32.815665,2.354798,0.502207,0.86652,0.57065,0.975664,0.543867
-0.0209,0.021996,1.007,0.001119,0.001155,0.001834,-0.037137,-0.005072,-0.040572,-0.003121,-0.005864,-0.008619,0.001015,0.001361,0.001043,-0.024548,0.06483,-0.043592,-77.894087,-36.724797,-2.449645,2.451504,1.312238,0.253123,0.915306,0.144594,0.177302
-0.006242,0.005291,1.007879,0.002072,0.002326,0.003477,0.055378,-0.033078,0.00931,-0.002141,-0.005028,-0.008851,0.001041,0.001216,0.001019,-0.057628,0.026458,0.032767,-66.065371,-48.611509,-49.895217,1.785208,1.691847,1.260047,0.86826,0.968634,0.798638
-0.008958,0.008228,1.012964,0.002236,0.002246,0.003627,0.054338,-0.021002,0.040758,-0.004404,-0.008411,-0.006891,0.001845,0.001562,0.002742,0.611349,0.811711,0.641892,-66.130038,-38.066464,-57.189125,1.806973,1.251424,1.49418,0.886343,0.984989,0.868565
0.033818,-0.186067,0.987946,0.001092,0.001144,0.001773,0.031555,-0.055124,-0.059149,-0.002297,-0.006098,-0.008555,0.00096,0.001174,0.001015,-0.013303,0.057078,0.009419,-58.982958,42.835449,4.362023,1.504992,1.247455,0.261194,-0.943871,-0.608262,0.663332
-0.006634,-0.00307,1.009895,0.004616,0.004672,0.007442,0.015709,-0.0522,0.029529,-0.003415,-0.005536,-0.010831,0.000964,0.001148,0.000962,-0.041667,0.028591,0.03328,-54.775291,-27.212051,4.262658,1.533867,1.898786,0.256835,0.651745,-0.286081,0.215691
-0.006682,-0.005168,1.008199,0.001121,0.001093,0.001972,-0.03849,-0.049457,0.015625,-0.002746,-0.006909,-0.007745,0.000968,0.001127,0.00107,-0.042114,0.094827,-0.014846,-71.079848,16.911711,17.738783,2.294483,1.050436,0.675083,-0.447686,-0.927235,0.573856
-0.004081,0.004121,1.009822,0.003487,0.002761,0.005849,-0.165215,-0.244135,0.159613,-0.003464,-0.00579,-0.008298,0.004634,0.005329,0.006593,0.92911,-0.192853,-0.259025,-60.053511,5.405649,-45.397328,1.588356,0.471009,1.292473,-0.400933,0.907877,-0.514611
0.671058,0.177505,0.722962,0.015461,0.034876,0.007552,-0.588317,-0.136646,0.391311,-0.003647,-0.006385,-0.017422,0.040834,0.023055,0.063851,0.519279,0.631741,0.194261,-137.261925,7.117291,10.899038,3.672394,3.947314,1.130796,0.100292,-0.503598,-0.349779
-0.063725,-0.235683,0.978575,0.001175,0.001169,0.001976,0.103369,-0.108985,-0.126839,-0.002574,-0.005106,-0.009673,0.001603,0.001934,0.001313,0.667364,0.518509,0.507321,-58.509266,42.596886,1.594405,1.875293,1.592966,0.241941,-0.779559,-0.369893,0.553565
-0.032046,-0.185662,0.987498,0.001156,0.00118,0.00188,0.073982,-0.053653,-0.033048,-0.00211,-0.00518,-0.00811,0.000989,0.001143,0.001048,0.065493,0.096482,0.073572,-52.187909,51.106008,8.862814,1.937036,2.131565,0.435689,-0.813561,-0.815121,0.865566
-0.010471,0.005389,1.013563,0.001612,0.002159,0.003033,0.411396,-0.089724,-0.016304,-0.006704,-0.008842,-0.007886,0.001769,0.002201,0.001173,0.140354,0.088224,0.065694,-78.560102,110.822513,-33.634035,2.09032,3.163686,0.838638,-0.882181,0.943558,-0.834334
0.009043,-0.067218,1.009249,0.001135,0.001167,0.001824,0.010753,-0.036162,-0.034181,-0.005293,-0.005872,-0.010159,0.001042,0.001175,0.00113,0.077546,0.126003,0.135556,-86.398786,72.729937,13.19067,2.290392,1.883989,0.469841,-0.975556,-0.876526,0.865988
0.217485,0.045915,0.980577,0.004684,0.004606,0.007107,-0.004444,-0.023196,-0.015887,-0.00205,-0.005638,-0.007601,0.001151,0.001352,0.001102,0.225803,0.139554,0.159216,-86.619594,-3.826218,-6.358325,2.234901,1.016171,0.262696,0.122681,0.375789,0.342368
-0.00704,-0.030222,1.004307,0.001059,0.001161,0.001777,-0.027753,0.019846,-0.056754,-0.003263,-0.005039,-0.010161,0.000997,0.001107,0.001052,0.030382,0.038153,0.091722,-76.500228,32.472472,-8.05711,2.427467,1.174198,0.319787,-0.947736,0.628032,-0.570653
